fencer_id,first_name,last_name,full_name,dob,gender,weapon,club_id,email,phone,bracket
240,Lisa,Tran,Lisa Tran,1980-07-20,F,Epee,6,hernandezrobert@example.net,860.514.2825x774,Senior
241,Edward,Rollins,Edward Rollins,2017-01-12,M,Sabre,7,fischerdale@example.net,634.854.7993x4239,U11
242,Brian,Gray,Brian Gray,2016-11-29,M,Sabre,7,stephen91@example.com,001-493-542-1541x59191,U11
243,Robert,Reeves,Robert Reeves,2018-07-15,M,Sabre,7,pachecomackenzie@example.net,9028703128,U11
244,Antonio,Miller,Antonio Miller,2018-01-02,M,Sabre,7,jennifer35@example.com,(860)759-3652x7847,U11
245,Angela,Perez,Angela Perez,2015-10-25,F,Sabre,7,nicholasscott@example.net,(274)921-1690x6487,U11
246,Susan,Davis DDS,Susan Davis DDS,2018-01-18,F,Sabre,7,brian12@example.org,(634)799-1279x2613,U11
247,Meghan,White,Meghan White,2015-10-26,F,Sabre,7,pclark@example.net,(998)827-5593x03801,U11
248,Debra,Lester,Debra Lester,2015-02-23,F,Sabre,7,silvajason@example.net,+1-970-448-4832x695,U11
249,Andrew,Smith,Andrew Smith,2013-04-20,M,Sabre,7,dbrooks@example.net,+1-755-872-0171x058,U13
250,Julian,Taylor,Julian Taylor,2013-03-13,M,Sabre,7,david70@example.com,001-521-831-1441x028,U13
251,Isaac,Fletcher,Isaac Fletcher,2014-07-19,M,Sabre,7,simstammy@example.com,863.803.7466,U13
252,Erik,Roberts,Erik Roberts,2014-10-14,M,Sabre,7,joshua29@example.org,211.631.0228x06444,U13
253,Joyce,Ball,Joyce Ball,2013-03-06,F,Sabre,7,jason25@example.net,+1-852-566-0825x13138,U13
254,Elizabeth,Brown,Elizabeth Brown,2013-01-21,F,Sabre,7,harrisonanthony@example.net,(222)908-6229,U13
255,Megan,Lee,Megan Lee,2014-04-26,F,Sabre,7,robertsonjose@example.com,3785640831,U13
256,Andrea,Gross,Andrea Gross,2014-08-31,F,Sabre,7,erin89@example.com,466-422-9872x904,U13
257,Thomas,Morton,Thomas Morton,2011-08-11,M,Sabre,7,jflores@example.net,(980)233-2298x834,U15
258,Chris,Brock,Chris Brock,2012-02-21,M,Sabre,7,catherineandrade@example.com,502-470-8166x4048,U15
259,Steven,Wilkins,Steven Wilkins,2011-10-27,M,Sabre,7,david56@example.org,+1-294-675-1450x25261,U15
260,Samantha,Patrick,Samantha Patrick,2011-01-17,F,Sabre,7,gkent@example.org,+1-560-623-8404x6490,U15
261,Shannon,James,Shannon James,2011-09-04,F,Sabre,7,ngarcia@example.com,3152772292,U15
262,Lauren,Cisneros,Lauren Cisneros,2012-03-18,F,Sabre,7,vgordon@example.net,001-480-732-5905x0140,U15
263,Michael,Kennedy,Michael Kennedy,2010-12-05,M,Sabre,7,smithjustin@example.com,(538)935-4189x8976,Cadet
264,Michael,Coleman,Michael Coleman,2010-02-26,M,Sabre,7,xzuniga@example.net,+1-929-376-0965,Cadet
265,Joseph,Arnold,Joseph Arnold,2010-09-19,M,Sabre,7,vincentjones@example.org,(519)868-4765,Cadet
266,Michele,Morris MD,Michele Morris MD,2010-04-07,F,Sabre,7,lyonsmonica@example.org,252-648-8123x70223,Cadet
267,Hailey,Pierce,Hailey Pierce,2009-03-02,F,Sabre,7,janet82@example.net,001-525-376-9048x767,Cadet
268,Stephanie,Graham,Stephanie Graham,2010-07-26,F,Sabre,7,harrisjoy@example.org,776-224-5985,Cadet
269,Justin,Lamb,Justin Lamb,2006-07-17,M,Sabre,7,ehuang@example.org,425-522-7580x0294,Junior
270,Brian,Richards,Brian Richards,2008-02-07,M,Sabre,7,hthomas@example.org,985-307-1749,Junior
271,Roger,Jackson,Roger Jackson,2006-03-05,M,Sabre,7,parkerjennifer@example.com,001-653-760-8766x284,Junior
272,Christine,Thompson,Christine Thompson,2008-05-28,F,Sabre,7,brandon24@example.org,+1-559-758-8721x336,Junior
273,Kayla,Johnson,Kayla Johnson,2006-08-22,F,Sabre,7,ywhite@example.net,971.387.3984x827,Junior
274,Heather,Blanchard,Heather Blanchard,2007-03-15,F,Sabre,7,derek07@example.org,9033665668,Junior
275,Gregory,Meyer,Gregory Meyer,1976-09-20,M,Sabre,7,iwatts@example.net,(663)548-3381x59715,Senior
276,Daniel,Johnson,Daniel Johnson,1974-02-14,M,Sabre,7,cantuelizabeth@example.net,+1-940-890-9164x601,Senior
277,Frank,Campbell,Frank Campbell,2000-08-09,M,Sabre,7,jhoffman@example.com,(680)408-7493,Senior
278,Kristina,Williams,Kristina Williams,1977-10-03,F,Sabre,7,bbrown@example.net,(998)833-3091x746,Senior
279,Darlene,Gallegos MD,Darlene Gallegos MD,1968-01-24,F,Sabre,7,cholland@example.net,(800)389-1014,Senior
280,Kristin,Wilkins,Kristin Wilkins,2003-03-11,F,Sabre,7,ilopez@example.net,(998)869-7379,Senior
281,Michael,Armstrong,Michael Armstrong,2016-10-20,M,Foil,8,luisswanson@example.com,+1-895-797-1549x1362,U11
282,Trevor,Rios,Trevor Rios,2018-07-28,M,Foil,8,rachel81@example.com,(390)924-5620x6761,U11
283,Preston,Melton,Preston Melton,2018-08-22,M,Foil,8,millerkelsey@example.net,+1-907-456-4799x240,U11
284,Justin,Figueroa,Justin Figueroa,2017-03-01,M,Foil,8,annajennings@example.net,765.233.5739,U11
285,Kimberly,Moss,Kimberly Moss,2018-04-26,F,Foil,8,orozconatalie@example.net,(621)392-2226,U11
286,Sandy,Cooper,Sandy Cooper,2016-12-13,F,Foil,8,joneswhitney@example.com,001-401-596-6653x7980,U11
287,Amanda,Carroll,Amanda Carroll,2015-07-16,F,Foil,8,joseph62@example.org,(423)385-2856,U11
288,Christine,Reyes,Christine Reyes,2016-03-28,F,Foil,8,codydavis@example.org,482-832-7873x369,U11
289,Mr.,Christopher Delgado,Mr. Christopher Delgado,2014-11-23,M,Foil,8,twarner@example.com,583.496.2354x04798,U13
290,Phillip,James,Phillip James,2014-05-02,M,Foil,8,gutierrezjenna@example.com,+1-651-244-1325x88441,U13
291,Jack,Gates,Jack Gates,2014-04-04,M,Foil,8,hurleychristopher@example.org,6508997941,U13
292,John,Scott,John Scott,2013-07-12,M,Foil,8,tiffanymclean@example.net,+1-396-699-0486x143,U13
293,Amy,Lee,Amy Lee,2013-11-26,F,Foil,8,michael16@example.net,(590)483-2901x7570,U13
294,Mary,Aguilar,Mary Aguilar,2014-01-11,F,Foil,8,brian26@example.net,(647)546-0069x578,U13
295,Christine,Kramer,Christine Kramer,2013-07-30,F,Foil,8,sroberts@example.com,643-318-8228,U13
296,Amanda,Hernandez,Amanda Hernandez,2014-01-06,F,Foil,8,uarnold@example.net,371-791-9886x921,U13
297,Matthew,Morris,Matthew Morris,2012-05-26,M,Foil,8,sandersemily@example.com,638.578.1487x78042,U15
298,Dr.,Gregory King,Dr. Gregory King,2012-05-08,M,Foil,8,karagiles@example.org,001-585-915-7251x31003,U15
299,Tyler,Mccoy,Tyler Mccoy,2011-04-19,M,Foil,8,gthornton@example.org,001-574-642-4835x016,U15
300,Sarah,King,Sarah King,2011-07-15,F,Foil,8,georgehanna@example.org,(909)640-2150x218,U15
301,Tracy,Brown,Tracy Brown,2011-12-29,F,Foil,8,gainesmary@example.org,7953707101,U15
302,Brianna,Perez,Brianna Perez,2011-11-20,F,Foil,8,phyllis65@example.org,+1-483-659-8261x318,U15
303,Dominic,Adams,Dominic Adams,2009-05-18,M,Foil,8,cruzrichard@example.com,(950)681-8193,Cadet
304,Jesse,Cantu,Jesse Cantu,2010-10-08,M,Foil,8,annette92@example.com,+1-223-545-8685x509,Cadet
305,Matthew,Brown,Matthew Brown,2010-10-01,M,Foil,8,joseph50@example.com,001-251-887-1165x39738,Cadet
306,Christine,Mcguire,Christine Mcguire,2010-06-26,F,Foil,8,robertsonalexis@example.org,+1-813-548-0372x69476,Cadet
307,Morgan,Sanchez,Morgan Sanchez,2010-03-31,F,Foil,8,rachelklein@example.net,718.583.9879x55537,Cadet
308,Shannon,Lee,Shannon Lee,2009-04-13,F,Foil,8,markbell@example.net,001-645-781-5907x222,Cadet
309,Juan,Alvarez,Juan Alvarez,2007-02-27,M,Foil,8,richardanna@example.com,9044827952,Junior
310,Christopher,Taylor,Christopher Taylor,2007-05-05,M,Foil,8,wlopez@example.net,432.403.1240x433,Junior
311,Paul,Wang,Paul Wang,2007-11-20,M,Foil,8,jaimehernandez@example.net,(465)309-4813x2372,Junior
312,Lauren,Robinson,Lauren Robinson,2006-03-26,F,Foil,8,glennheather@example.net,+1-980-518-0663x64382,Junior
313,Melanie,Williams,Melanie Williams,2008-10-01,F,Foil,8,jonesmelissa@example.net,433-951-6844,Junior
314,Megan,Houston,Megan Houston,2008-05-04,F,Foil,8,kshaw@example.com,280.511.1332,Junior
315,Kevin,Griffith,Kevin Griffith,1964-05-16,M,Foil,8,jeremiah88@example.com,(358)679-4239x955,Senior
316,Franklin,Brown,Franklin Brown,1987-02-14,M,Foil,8,james50@example.org,596-614-8537x996,Senior
317,Joshua,Snyder,Joshua Snyder,1978-09-30,M,Foil,8,nclark@example.org,928-208-8654,Senior
318,Sarah,Gonzales,Sarah Gonzales,1977-10-29,F,Foil,8,qbarker@example.com,+1-288-612-8436x6760,Senior
319,Laura,Moore,Laura Moore,1991-05-21,F,Foil,8,longshaun@example.org,3733218121,Senior
320,Mia,Butler,Mia Butler,1989-05-28,F,Foil,8,nicholas61@example.net,960.279.8665x70818,Senior
321,Gary,Zamora,Gary Zamora,2016-06-04,M,Epee,9,edward87@example.com,001-841-407-8075x71319,U11
322,Michael,Fry,Michael Fry,2015-12-25,M,Epee,9,charlesmccoy@example.com,+1-386-620-1597x307,U11
323,Robert,Gregory,Robert Gregory,2018-01-22,M,Epee,9,kwalker@example.org,399-942-2969x1876,U11
324,Robert,Brown,Robert Brown,2017-05-25,M,Epee,9,taguilar@example.net,(937)546-9742,U11
325,Sheila,Calderon,Sheila Calderon,2018-10-23,F,Epee,9,schwartzkaren@example.net,334.854.6478x579,U11
326,Lindsay,Gonzalez,Lindsay Gonzalez,2017-01-04,F,Epee,9,hjones@example.net,+1-878-740-4037x45140,U11
327,Donna,Miller,Donna Miller,2015-08-23,F,Epee,9,jthompson@example.net,475.699.8423,U11
328,Jennifer,Potter,Jennifer Potter,2016-04-06,F,Epee,9,nryan@example.com,(415)895-1901x05234,U11
329,Daniel,Heath,Daniel Heath,2013-06-26,M,Epee,9,josephsalazar@example.org,+1-811-623-2144x334,U13
330,David,Wyatt,David Wyatt,2014-08-08,M,Epee,9,melaniegamble@example.com,666.945.4281,U13
331,Manuel,Craig,Manuel Craig,2013-10-13,M,Epee,9,christopher17@example.org,811-983-2702,U13
332,James,Wise,James Wise,2014-10-20,M,Epee,9,brianthompson@example.com,001-829-200-5045x81638,U13
333,Carrie,West,Carrie West,2014-05-22,F,Epee,9,michelle10@example.org,2722104724,U13
334,Samantha,Maldonado,Samantha Maldonado,2014-04-11,F,Epee,9,jmcfarland@example.org,558-236-8506x833,U13
335,Kelly,Pratt,Kelly Pratt,2013-08-02,F,Epee,9,walkerpaul@example.com,(789)211-4269,U13
336,Jenny,Casey,Jenny Casey,2014-01-05,F,Epee,9,jallen@example.com,708-385-4725x61502,U13
337,Cory,Evans,Cory Evans,2011-08-15,M,Epee,9,willie83@example.com,(655)319-5069x3307,U15
338,Jason,Alvarez,Jason Alvarez,2012-10-24,M,Epee,9,anthonylane@example.net,476.311.6584,U15
339,Glenn,James,Glenn James,2011-06-18,M,Epee,9,amanda30@example.com,378.828.9720x45706,U15
340,Michele,Montgomery,Michele Montgomery,2011-06-14,F,Epee,9,robinhamilton@example.net,616.472.8552x72435,U15
341,Samantha,Lewis,Samantha Lewis,2011-12-06,F,Epee,9,upatrick@example.org,299-389-0834x1018,U15
342,Emily,Cervantes,Emily Cervantes,2011-09-03,F,Epee,9,morenonathan@example.com,873.363.7297x43681,U15
343,Christopher,Gutierrez,Christopher Gutierrez,2010-05-31,M,Epee,9,connie78@example.net,+1-412-245-2234x1394,Cadet
344,Raymond,Brown,Raymond Brown,2009-03-10,M,Epee,9,tjackson@example.org,+1-280-912-9411,Cadet
345,Alejandro,Lutz,Alejandro Lutz,2009-11-12,M,Epee,9,cooperjacqueline@example.net,(223)921-3563x826,Cadet
346,Marissa,Ramirez,Marissa Ramirez,2010-04-12,F,Epee,9,lritter@example.com,+1-673-622-1747,Cadet
347,Courtney,Williamson,Courtney Williamson,2009-05-10,F,Epee,9,mrichardson@example.net,(837)900-8362x50042,Cadet
348,Elizabeth,Jones,Elizabeth Jones,2010-02-08,F,Epee,9,mendozavictoria@example.net,(221)823-3728,Cadet
349,Jorge,Carey,Jorge Carey,2007-10-14,M,Epee,9,staffordjustin@example.net,+1-699-897-7908x8795,Junior
350,James,White,James White,2007-02-28,M,Epee,9,dorseybobby@example.net,241.341.0680x2831,Junior
351,Joseph,Johnson,Joseph Johnson,2006-02-25,M,Epee,9,bmclaughlin@example.com,001-350-716-6354x6264,Junior
352,Erin,Reyes,Erin Reyes,2008-06-26,F,Epee,9,shelia79@example.net,309-634-1247,Junior
353,Ashley,Vargas,Ashley Vargas,2006-02-25,F,Epee,9,paul58@example.com,001-990-787-7551x439,Junior
354,Chloe,Lee,Chloe Lee,2008-10-25,F,Epee,9,karen72@example.net,001-481-511-8673,Junior
355,Gregg,Fletcher,Gregg Fletcher,1999-06-25,M,Epee,9,harrisonmaria@example.com,845.970.5917x503,Senior
356,John,Booth,John Booth,1964-08-06,M,Epee,9,aharris@example.org,(436)438-4290,Senior
357,Bobby,Carr,Bobby Carr,1961-07-15,M,Epee,9,penathomas@example.net,7819948942,Senior
358,Catherine,Garcia,Catherine Garcia,1972-03-13,F,Epee,9,gelliott@example.com,488-755-3196x608,Senior
359,Connie,Spears,Connie Spears,1986-08-21,F,Epee,9,caitlin82@example.com,715-411-1441,Senior
360,Sydney,Bradley MD,Sydney Bradley MD,1972-04-02,F,Epee,9,danieldennis@example.com,353.246.3101,Senior
361,Ricky,Hawkins,Ricky Hawkins,2017-05-30,M,Sabre,10,msullivan@example.net,8076538027,U11
362,Patrick,Ware,Patrick Ware,2015-06-13,M,Sabre,10,cmay@example.net,(396)512-9508,U11
363,David,Hayes,David Hayes,2018-10-13,M,Sabre,10,julie84@example.org,773-899-1338,U11
364,Jeffrey,Copeland,Jeffrey Copeland,2018-08-19,M,Sabre,10,jenniferharmon@example.net,001-948-246-5403x561,U11
365,Sarah,Ruiz,Sarah Ruiz,2018-10-11,F,Sabre,10,michaelgarza@example.net,745.344.4063x4001,U11
366,Amanda,Waters,Amanda Waters,2015-11-07,F,Sabre,10,darrenvance@example.net,511.808.1432x82481,U11
367,Samantha,Holder,Samantha Holder,2018-02-01,F,Sabre,10,qanderson@example.net,8668439786,U11
368,Deborah,Duncan,Deborah Duncan,2015-02-15,F,Sabre,10,qclarke@example.com,001-344-277-2561,U11
369,Thomas,Keller,Thomas Keller,2013-06-18,M,Sabre,10,tmitchell@example.net,+1-238-217-0551,U13
370,Warren,Phillips,Warren Phillips,2014-04-28,M,Sabre,10,zchristian@example.org,750.627.7508x636,U13
371,Kevin,Hull,Kevin Hull,2013-07-16,M,Sabre,10,jeremy07@example.com,(472)531-4681x2160,U13
372,Joseph,Hall,Joseph Hall,2013-03-14,M,Sabre,10,derekyates@example.org,(562)301-6207,U13
373,Kelly,Juarez,Kelly Juarez,2013-09-02,F,Sabre,10,qbrock@example.org,693-924-1779x85783,U13
374,Brittany,Harris,Brittany Harris,2013-03-20,F,Sabre,10,mary02@example.org,+1-325-286-4938x35762,U13
375,Katherine,Diaz,Katherine Diaz,2013-05-02,F,Sabre,10,adamsmaria@example.net,+1-253-839-6837x173,U13
376,Tanya,King,Tanya King,2013-04-04,F,Sabre,10,andrea84@example.org,(540)373-2970x042,U13
377,Robert,Nelson,Robert Nelson,2011-02-24,M,Sabre,10,garrett67@example.org,+1-260-561-6658,U15
378,Robert,Howard,Robert Howard,2011-04-10,M,Sabre,10,spencer76@example.com,(974)770-8688x657,U15
379,Sean,Cook,Sean Cook,2011-08-15,M,Sabre,10,moorejacob@example.com,(298)510-4373,U15
380,Sabrina,Cain,Sabrina Cain,2011-02-18,F,Sabre,10,johnsonbetty@example.net,(813)605-1743x74603,U15
381,Nicole,Alvarez,Nicole Alvarez,2012-08-06,F,Sabre,10,garciamargaret@example.com,612.213.0178,U15
382,Tammy,Hatfield,Tammy Hatfield,2012-08-20,F,Sabre,10,vharris@example.net,620.770.3313,U15
383,Philip,Barnes,Philip Barnes,2010-01-15,M,Sabre,10,samuel56@example.com,539.541.1495x6337,Cadet
384,Brian,Boone,Brian Boone,2010-01-24,M,Sabre,10,luis49@example.org,823.947.5866x41126,Cadet
385,Cameron,Dudley,Cameron Dudley,2010-04-25,M,Sabre,10,gabriela58@example.com,481.974.1139x30456,Cadet
386,Caroline,Freeman,Caroline Freeman,2009-12-12,F,Sabre,10,christianperry@example.org,001-287-745-0849,Cadet
387,Nicole,Burke,Nicole Burke,2009-04-08,F,Sabre,10,richardhamilton@example.net,4793250010,Cadet
388,Michelle,Martin,Michelle Martin,2010-01-26,F,Sabre,10,jesseballard@example.com,294.824.4307,Cadet
389,Clarence,Wilson,Clarence Wilson,2006-01-11,M,Sabre,10,omorse@example.org,(958)626-3483x7174,Junior
390,Jonathan,Warner,Jonathan Warner,2008-12-12,M,Sabre,10,jessica54@example.com,001-670-999-2419x42442,Junior
391,Matthew,Kelly,Matthew Kelly,2007-01-09,M,Sabre,10,amanda39@example.net,(427)778-9020x724,Junior
392,Cindy,Mckay,Cindy Mckay,2008-09-27,F,Sabre,10,brianpearson@example.com,423-526-5343x8919,Junior
393,Kayla,Rivera,Kayla Rivera,2006-04-19,F,Sabre,10,jacob81@example.org,508.205.3070,Junior
394,Laura,Blackwell,Laura Blackwell,2007-08-26,F,Sabre,10,loriholder@example.net,981-701-1529x71056,Junior
395,Michael,Webb,Michael Webb,1994-06-06,M,Sabre,10,dwalton@example.net,923-263-5344x0585,Senior
396,Jacob,Wilson,Jacob Wilson,1976-02-21,M,Sabre,10,jamesrenee@example.com,001-636-964-3991x6841,Senior
397,Bryan,Murphy,Bryan Murphy,1972-08-03,M,Sabre,10,kevin02@example.com,837.713.5060,Senior
398,Judy,Coleman,Judy Coleman,1995-06-09,F,Sabre,10,vperry@example.net,849-215-1049x910,Senior
399,Heather,Alvarez,Heather Alvarez,1986-01-16,F,Sabre,10,april87@example.com,411.315.0441,Senior
400,Jenny,Nguyen,Jenny Nguyen,2000-09-26,F,Sabre,10,lauraobrien@example.org,389.437.6652x14844,Senior
401,Robert,Davis,Robert Davis,2015-11-29,M,Foil,11,pstrickland@example.org,+1-466-230-3019x2317,U11
402,Dr.,Brandon Baker,Dr. Brandon Baker,2017-03-21,M,Foil,11,rjohnson@example.net,+1-470-843-7327,U11
403,William,Cook,William Cook,2018-05-15,M,Foil,11,whitezachary@example.com,(932)669-4267x144,U11
404,Kevin,Evans,Kevin Evans,2016-04-19,M,Foil,11,kevin80@example.net,574.624.6262,U11
405,Stacy,Baker,Stacy Baker,2017-08-18,F,Foil,11,henrytimothy@example.com,383-931-7677,U11
406,Amy,Lopez,Amy Lopez,2015-03-04,F,Foil,11,shellyelliott@example.org,001-985-632-6480x9403,U11
407,Brandy,Koch,Brandy Koch,2015-05-16,F,Foil,11,hallkristy@example.net,761-615-3003,U11
408,Pamela,Webb,Pamela Webb,2018-06-02,F,Foil,11,bethflores@example.com,+1-258-520-3679x991,U11
409,Nicholas,Lutz,Nicholas Lutz,2014-02-25,M,Foil,11,sandyramos@example.com,001-301-201-0626x6926,U13
410,Carlos,Bennett,Carlos Bennett,2014-06-24,M,Foil,11,martinkenneth@example.com,935.941.9912x153,U13
411,Charles,Perry,Charles Perry,2013-11-06,M,Foil,11,angel87@example.net,7898210272,U13
412,Jorge,Smith,Jorge Smith,2013-12-11,M,Foil,11,harrisscott@example.net,+1-675-718-2408x64329,U13
413,Linda,Riley,Linda Riley,2014-02-16,F,Foil,11,edward94@example.org,(810)382-9177x669,U13
414,Allison,Carpenter,Allison Carpenter,2013-12-29,F,Foil,11,phyllishenderson@example.org,4278351746,U13
415,Diane,Brown,Diane Brown,2013-04-26,F,Foil,11,zterry@example.net,+1-257-731-2476,U13
416,Shannon,Nelson,Shannon Nelson,2013-01-09,F,Foil,11,jose85@example.org,9336038134,U13
417,Aaron,Turner,Aaron Turner,2012-02-29,M,Foil,11,shannoncolon@example.net,505.973.6836x677,U15
418,Anthony,Mendez,Anthony Mendez,2012-08-17,M,Foil,11,hullstephanie@example.com,4036389438,U15
419,James,Morgan,James Morgan,2012-01-20,M,Foil,11,croy@example.com,245-301-2812,U15
420,Dr.,Mandy Jordan DDS,Dr. Mandy Jordan DDS,2011-05-07,F,Foil,11,mark65@example.net,756.512.4258x22746,U15
421,Jasmine,Barrera,Jasmine Barrera,2011-10-22,F,Foil,11,cruiz@example.com,(405)601-0059,U15
422,Melinda,Mann,Melinda Mann,2012-11-20,F,Foil,11,alexanderlisa@example.org,001-465-522-7980x25254,U15
423,Scott,Douglas,Scott Douglas,2009-10-09,M,Foil,11,jordanjason@example.org,(355)296-9833x47988,Cadet
424,Brian,Griffin,Brian Griffin,2010-08-09,M,Foil,11,jonesandrew@example.com,751.649.2898x279,Cadet
425,Justin,Vasquez,Justin Vasquez,2009-10-27,M,Foil,11,gnorton@example.org,8074025469,Cadet
426,Valerie,Clark,Valerie Clark,2008-12-26,F,Foil,11,camposjohn@example.org,308-855-4748x398,Cadet
427,Jennifer,Lewis,Jennifer Lewis,2009-11-17,F,Foil,11,katelyn59@example.com,001-940-584-6676,Cadet
428,Shannon,Estrada,Shannon Estrada,2010-07-28,F,Foil,11,jackson97@example.org,(352)728-0939x037,Cadet
429,Richard,Wilson,Richard Wilson,2007-08-11,M,Foil,11,amy73@example.org,224-962-9784x2472,Junior
430,Juan,Price,Juan Price,2007-08-31,M,Foil,11,fhall@example.net,+1-736-512-1429x938,Junior
431,Frederick,Harmon,Frederick Harmon,2008-07-22,M,Foil,11,jacksonlane@example.com,232-674-8425,Junior
432,Jo,Johnson,Jo Johnson,2008-09-06,F,Foil,11,murphydonna@example.org,962-956-1739x6460,Junior
433,Emily,Golden,Emily Golden,2006-05-13,F,Foil,11,roger25@example.net,861.953.2190x3984,Junior
434,Ashley,May,Ashley May,2006-04-12,F,Foil,11,christopher71@example.net,713.919.8155x4302,Junior
435,Daniel,Rodriguez,Daniel Rodriguez,1963-02-04,M,Foil,11,shawn80@example.com,+1-943-646-8976x156,Senior
436,Ryan,Bell,Ryan Bell,1994-06-19,M,Foil,11,imoore@example.org,+1-479-554-6179x18130,Senior
437,Kevin,Smith,Kevin Smith,1982-12-24,M,Foil,11,robertpowell@example.org,688.957.8410x6999,Senior
438,Debbie,Freeman,Debbie Freeman,1961-08-10,F,Foil,11,caitlynfarmer@example.com,2053262757,Senior
439,Lisa,Cooke,Lisa Cooke,1963-03-28,F,Foil,11,contrerasscott@example.net,779.799.7451x5866,Senior
440,Meredith,Edwards,Meredith Edwards,2000-05-22,F,Foil,11,walkerbrian@example.org,(872)438-2077x3705,Senior
441,Dale,Mccullough,Dale Mccullough,2015-06-26,M,Epee,12,marcus33@example.net,001-749-391-4277x85426,U11
442,William,Hart,William Hart,2016-04-01,M,Epee,12,qboone@example.net,001-611-628-1188,U11
443,Mr.,Brian Collier,Mr. Brian Collier,2018-05-22,M,Epee,12,angelalove@example.net,528-202-5477,U11
444,Matthew,Shaffer,Matthew Shaffer,2015-06-01,M,Epee,12,james70@example.net,500.850.9254,U11
445,Sara,Gray,Sara Gray,2016-09-11,F,Epee,12,wileybryce@example.net,605.813.5250x679,U11
446,Judy,Caldwell,Judy Caldwell,2016-12-25,F,Epee,12,eolson@example.org,+1-792-882-5407,U11
447,Rebecca,Rodriguez MD,Rebecca Rodriguez MD,2018-02-07,F,Epee,12,debbie45@example.net,918.693.8588x652,U11
448,Jaclyn,Rollins,Jaclyn Rollins,2016-09-05,F,Epee,12,wilkersonteresa@example.org,+1-560-824-8241,U11
449,Cameron,Houston,Cameron Houston,2013-12-28,M,Epee,12,alyssa20@example.com,(807)605-1446x75246,U13
450,Daniel,Mclean,Daniel Mclean,2014-05-21,M,Epee,12,xpruitt@example.com,(296)857-3414x46552,U13
451,Jason,Taylor,Jason Taylor,2013-06-17,M,Epee,12,xmartin@example.org,+1-217-377-1361x6685,U13
452,Harold,Shepard,Harold Shepard,2013-02-26,M,Epee,12,danielsvictoria@example.net,+1-234-941-2019x3773,U13
453,Jessica,Cruz,Jessica Cruz,2013-11-13,F,Epee,12,lowens@example.org,518-454-1181x29203,U13
454,Robin,Douglas,Robin Douglas,2013-12-09,F,Epee,12,kellyclark@example.net,(533)315-5007,U13
455,Jennifer,Murphy,Jennifer Murphy,2014-03-20,F,Epee,12,sheilatucker@example.net,769-955-6344,U13
456,Amanda,Mendoza,Amanda Mendoza,2013-12-18,F,Epee,12,sanchezdavid@example.org,(729)965-3856,U13
457,Chase,White,Chase White,2012-10-03,M,Epee,12,toddjamie@example.com,523-985-4438,U15
458,Michael,Henderson,Michael Henderson,2012-02-19,M,Epee,12,joshua32@example.net,001-854-777-4648x030,U15
459,Christopher,Gonzalez,Christopher Gonzalez,2011-02-03,M,Epee,12,williamsdavid@example.net,(897)922-3158x818,U15
460,Norma,Henry,Norma Henry,2012-08-30,F,Epee,12,floydheather@example.com,001-617-601-2195x83421,U15
461,Julia,Carr,Julia Carr,2012-08-11,F,Epee,12,phelpssara@example.net,355-408-2044x2339,U15
462,Stephanie,Luna,Stephanie Luna,2011-04-21,F,Epee,12,jamessmith@example.net,(942)336-6548,U15
463,Edward,Smith,Edward Smith,2010-03-01,M,Epee,12,monroelindsey@example.net,710.723.2714x378,Cadet
464,Cameron,Wright,Cameron Wright,2010-11-06,M,Epee,12,stephanie06@example.org,+1-267-272-5648,Cadet
465,Michael,Coleman,Michael Coleman,2009-11-19,M,Epee,12,hernandezjames@example.com,463-447-5816x20288,Cadet
466,Stephanie,Pierce,Stephanie Pierce,2010-10-02,F,Epee,12,michael40@example.org,209.975.7802,Cadet
467,Kelly,Gomez,Kelly Gomez,2010-01-03,F,Epee,12,bowenmegan@example.com,001-495-884-4105x9093,Cadet
468,Stephanie,Watkins,Stephanie Watkins,2009-04-04,F,Epee,12,charleswilliams@example.org,667-449-2191x79564,Cadet
469,John,Thomas,John Thomas,2006-11-30,M,Epee,12,hortonjerry@example.net,+1-840-624-3343x2378,Junior
470,Bryce,Johnson,Bryce Johnson,2008-01-05,M,Epee,12,moorepam@example.net,(343)287-5621x85729,Junior
471,Frank,Martin,Frank Martin,2008-01-09,M,Epee,12,heather12@example.com,463-410-2879x63102,Junior
472,Susan,Lewis,Susan Lewis,2007-09-03,F,Epee,12,james93@example.org,001-565-415-9506x0576,Junior
473,Laurie,Scott,Laurie Scott,2008-10-15,F,Epee,12,stephaniegarcia@example.org,410.351.0607x691,Junior
474,Jamie,Hobbs,Jamie Hobbs,2006-10-09,F,Epee,12,ashley33@example.com,(222)429-5968,Junior
475,Kevin,Stanley,Kevin Stanley,1964-06-02,M,Epee,12,hernandezmichael@example.com,927.511.3360,Senior
476,Gregory,Nelson,Gregory Nelson,1989-07-30,M,Epee,12,brandon55@example.com,4156348493,Senior
477,Timothy,Joseph MD,Timothy Joseph MD,1993-07-26,M,Epee,12,jesus20@example.com,001-813-366-5658x075,Senior
478,Karen,Robertson,Karen Robertson,1995-07-11,F,Epee,12,susanbuchanan@example.org,295.735.4671,Senior
479,Brittany,Taylor,Brittany Taylor,1963-02-16,F,Epee,12,brendariggs@example.net,(746)379-5264x711,Senior
